id,name,email,admissionsContact,phone,contactPageUrl,notFound
cmrapdqq9000qbkmzb4k319uc,Yeshivas Chofetz Chaim Yerushalayim,admin@yccy.org,,+972-2-581-0188,https://yccy.org,FALSE
cmrv42x510008gsmzzcsrkj87,Yeshivas Mishkan HaTorah,office@mishkanht.org,,052-713-9360,https://www.yeshivamishkanhatorah.org/,FALSE
cmrk7cqqz000ikimze9xo8d6y,Yeshivas Ne'imus HaTorah,NeimusHaTorah1@gmail.com,,+972-52-768-5510,https://www.neimushatorah.com/,FALSE
cmrapdzz5000ubkmzyvui2ghy,Yeshivas Nesivos Ahron,office@nesivosyeshiva.com,,02-581-8435,https://nesivosyeshiva.com/,FALSE
cmrapc87k0004bkmzee77dlo4,Yeshivas Orchos Chaim,,,,,TRUE
cmrapdgxk000mbkmz5oh8a4u2,Yeshivas Toras Chaim,office@ytchaim.com,,,https://www.ytchaim.com/contact-us.html,FALSE
cmrape5ch000wbkmzioeif37x,Yeshivas Zeev Hatorah,office@zeevhatorah.org,,(732) 978-4968,https://www.zeevhatorah.org,FALSE
cmrepgott0022pdmzmn7q5kg6,Yeshivat Ahavat Israel (Netivot),,,,,TRUE
cmrepgdoz001ipdmzakwsaz6b,Yeshivat Ashkelon (Orot HaTorah VeHaChesed),,,,,TRUE
cmr8bgrg3001pvkmz0xmf5b7y,Yeshivat Ashreinu,info@ashreinu.org.il,,+972 054-219-4982,https://ashreinu.org.il/contact-us/,FALSE
cmr8bgrk30027vkmz43207q1t,Yeshivat Ateret Yerushalayim,office@ateret.org,,972-2-587-9537,https://www.ateret.org/contact/contactform,FALSE
cmrepfnc00006pdmzfllky9oz,Yeshivat Ayelet HaShachar (Eilat),office@yeilat.org,,08-6331198,https://yeilat.org/צור-קשר/,FALSE
cmr8bgrlj002dvkmzz4ak1hys,Yeshivat Beit El,,,,,TRUE
cmr8bgrku002avkmzs1t3nngj,Yeshivat Birkat Moshe (Ma'ale Adumim),,,,,TRUE
cmrepgcip001gpdmzcgjvpcdh,Yeshivat Birkat Yosef (Alon Moreh),office@yelonmoreh.co.il,,02-9973905,https://www.yelonmoreh.co.il/index2.php?id=2&lang=HEB,FALSE
cmrepfyb0000qpdmzbfuh763x,Yeshivat Chiburim Afula,,,,,TRUE
cmrepfx6i000opdmzujeens9b,Yeshivat Chiburim Beit Shean,,,,,TRUE
cmrepgnpa0020pdmzero0lseb,Yeshivat Cholon,,,03-558-7638,https://www.yholon.co.il/,FALSE
cmrapeak8000ybkmzc70wx4ga,Yeshivat Darchei Yonatan,,,,,TRUE
cmrepgmoq001ypdmz8da297sg,Yeshivat Derech Chaim (Kiryat Gat),yeshivatderechaim@gmail.com,,08-688-1548,https://derechaim.org.il/%d7%a6%d7%95%d7%a8-%d7%a7%d7%a9%d7%a8/,FALSE
cmrapfhtm001hbkmzoxfh389z,Yeshivat Drisha (Shana Alef),inquiry@drisha.org,,+1 212 595 0307,https://drisha.org/contact/,FALSE
cmr8bgrgc001qvkmzygit9dgu,Yeshivat Eretz HaTzvi,Admissions@eretzhatzvi.org,,(972) 2-679-1424,https://eretzhatzvi.org,FALSE
cmrepgkjr001updmzcozvbq4y,Yeshivat Givat Olga (Hadera),,,,,TRUE
cmrepg52d0012pdmzjzu11xxw,Yeshivat HaBikah (Sdemot Neriah),,,,,TRUE
cmrepfocf0008pdmzv5h93g5l,Yeshivat HaGolan,,,,,TRUE
cmrepglk9001wpdmzpygzxco0,Yeshivat HaHesder Dimona,,,,,TRUE
cmrwiw5qr000ofxmz11xsutwy,Yeshivat HaHesder Karmiel,okarmiel@gmail.com,,04-9883207,https://ykarmiel.co.il/%d7%a6%d7%95%d7%a8-%d7%a7%d7%a9%d7%a8/,FALSE
cmrepgrz80028pdmzyf4639fh,Yeshivat HaHesder Ramat HaSharon,yrhasharon@gmail.com,,03-5497238,https://yrhasharon.org/contact/,FALSE
cmrepgqyq0026pdmzvscyiqfo,Yeshivat HaHesder Ramla,shayke.rotfeld@gmail.com,,052-8109371,https://hesder-ramla.co.il/,FALSE
cmrepg1gi000wpdmzbsedyqyu,Yeshivat HaHesder Rishon LeZion,hazder-s@zahav.net.il,,03-9527175,https://www.rly.org.il/contact-us/,FALSE
cmrwiw3hu000kfxmz08cagumh,Yeshivat HaHesder Yeruham,office@yhy.co.il,,08-658-0101,https://yhyh.co.il/about/contact-us/,FALSE
cmr8bgre4001ivkmzczk9sstb,Yeshivat Hakotel,,,+972-2-628-8175 ext. 122,https://hakotel.org.il/english/contact-us/,FALSE
cmrepgh60001opdmzdkjtfsex,Yeshivat HaMeiri (Kiryat Moshe),yhm@lif.ac.il,,02-6527950,https://www.yhm10.org/,FALSE
cmrepfphi000apdmzgn5hlynk,Yeshivat Har Bracha,office@yhb.org.il,,02-9974836,https://yhb.org.il/contact-us/,FALSE
cmr8bgrci001cvkmzxsrf2b0k,Yeshivat Har Etzion (The Gush),,,,,TRUE
cmrwiw4og000mfxmz68f2wh28,Yeshivat Har Shalom (Mitzpe Ashtamoa),,,08-6488886,https://hesder.org.il/institute/%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%94%D7%A8-%D7%A9%D7%9C%D7%95%D7%9D-%D7%97%D7%95%D7%9E%D7%A9,FALSE
cmrepgv8s002epdmzac5tcik4,Yeshivat HaSeder Gavoha Kiryat Gat,yeshivakg@gmail.com,,08-6882195,https://yeshivakg.co.il/%D7%A6%D7%95%D7%A8-%D7%A7%D7%A9%D7%A8/,FALSE
cmrepfv18000kpdmzk4zg6ab2,Yeshivat HaSeder Nof HaGalil,office@ynh.org.il,,077-5060978,https://ynh.org.il/,FALSE
cmrxho8mv0000bfmz2z9npe0t,Yeshivat Heichal Eliyahu (Kochav Yaakov),Hesdat@gmail.com,,02-6550500,https://yhe-ky.com/,FALSE
cmrepfrvh000epdmzw1vy1j9y,Yeshivat Hesder Maalot Yaakov,office@yesmalot.co.il,,04-9979708,https://yesmalot.co.il/,FALSE
cmrepg9da001apdmzvdiaabnf,Yeshivat Hesder Orot Yaakov (Rehovot),,,,,TRUE
cmr8bgrkb0028vkmzp9yvzamj,Yeshivat Hesder Sderot,,,,,TRUE
cmrepg7740016pdmz74u0tcfu,Yeshivat Karnei Shomron,,,,,TRUE
cmr8bgrh6001uvkmzxagd2tku,Yeshivat Kerem B'Yavneh (KBY),il@kby.org.il,,(08) 856-2007,https://www.kby.org/english/contact.asp,FALSE
cmrepfzbj000spdmz9v06dk49,Yeshivat Kiryat Shmona,office@yk8.org.il,,04-6942616,https://yk8.org.il/%d7%a6%d7%95%d7%a8-%d7%a7%d7%a9%d7%a8/,FALSE
cmr8bgrls002evkmzce36g27m,Yeshivat Kol Torah,,,,,TRUE
cmr8bgrfm001nvkmzo2ulmlqg,Yeshivat Lev HaTorah,office@levhatorah.org,,+972-2-992-2617,https://levhatorah.org/contact/,FALSE
cmrxho9vy0002bfmzntgr0bw3,Yeshivat Lev Tel Aviv – Shir Le'Neriya,,,,,TRUE
cmrapduzv000sbkmzrualc897,Yeshivat Ma'ale Gilboa,,,,,TRUE
cmr8bgri8001zvkmzmyo1obvh,Yeshivat Merkaz HaRav,mercaz@012.net.il,,02-6524793,https://mercazharav.org.il/en/front-page/contact-us-2/,FALSE
cmrepgjf8001spdmz9zdullpf,Yeshivat Midbara Ke'Eden (Mitzpe Ramon),midbara@gmail.com,,+972-8-658-8880,https://midbara.org.il/contact.asp,FALSE
cmr8bgrey001lvkmzvh6qo30w,Yeshivat Migdal HaTorah,info@migdalhatorah.org,,,https://www.migdalhatorah.org/contact,FALSE
cmr8bgrhf001vvkmze799jt2s,Yeshivat Mitzpe Yericho,office@ymy.org.il,,+972-52-657-6675,https://ymy.org.il/contact-us/,FALSE
cmrbvijhq00002gmzly7zh57l,Yeshivat Moreshet Yerushalayim,Office@moreshetyerushalayim.com,,,https://www.moreshetyerushalayim.com/,FALSE
cmrepgt3t002apdmzcmj0jl28,Yeshivat Nachalat Yosef (Shavei Shomron),,,,,TRUE
cmrxhoayb0004bfmzehj9gfvd,Yeshivat Nahariya (Nahar De'a),ndeiah@barak.net.il,,04-9522615,https://www.nahariya.co.il,FALSE
cmr8bgrds001hvkmz8bbdr60b,Yeshivat Netiv Aryeh,info@yna.edu,admissions@yna.edu,+972-(0)2-626-6333,https://yna.edu/contact,FALSE
cmrepfsw3000gpdmzp16ivl4j,Yeshivat Netzer Matai (Ariel),office@ynetzarim.org,,03-906-8946,https://www.ynetzarim.org/יצירת-קשר/,FALSE
cmrwiw6xj000qfxmz4awhfuk0,Yeshivat Neve Dekalim (Ashdod),office@yeshivand.com,,08-9934361,https://yeshivand.org.il/contactus/,FALSE
cmr8bgrla002cvkmzc9r43647,Yeshivat Nir Kiryat Arba,,,972-2-9961775,http://yeshivatnir.org.il/en/home/,FALSE
cmrapezxa0019bkmzssjms4vt,Yeshivat Ohr David,info@ohrdavid.org,,(02) 563-2826,https://www.ohrdavid.org,FALSE
cmrapdlfo000obkmzf7slm40r,Yeshivat Ohr Yerushalayim,office@yoy.org.il,,+972 2 533-2424,https://www.ohryerushalayim.com/contact,FALSE
cmrepg88d0018pdmzltk8pbm6,Yeshivat Or Akiva,yeshiva.ok@gmail.com,,055-993-0432,https://yoa.co.il/,FALSE
cmrepfm180004pdmz44rgy8qh,Yeshivat Or Etzion,office@oretzion.com,,08-8586805,https://oretzion.com/,FALSE
cmrepgiet001qpdmzejqj8tsw,Yeshivat Or VeYeshua (Haifa),secretary@orvishua.org.il,Neam Neumann (visit/admissions coordinator) - 053-2282507,04-812-1048,https://orvishua.org.il/contact/,FALSE
cmr8bgree001jvkmzvmb184ch,Yeshivat Orayta,,,011.972.2.627.4890,https://www.orayta.org/contact-us.html,FALSE
cmrepgpu50024pdmzto27k2dp,Yeshivat Orot Moshe (Rosh HaAyin),,,,,TRUE
cmrepgadk001cpdmze51hhxka,Yeshivat Orot Shaul (Tel Aviv),,,,,TRUE
cmr8bgrkl0029vkmzw7yxp8gb,Yeshivat Otniel,,,,,TRUE
cmrepg2n1000ypdmz9im1gyys,Yeshivat Ramat Gan,,,,,TRUE
cmr8bgrdc001fvkmzyjn5z8p0,Yeshivat Reishit Yerushalayim,,,,,TRUE
cmrepgu49002cpdmzdkcryjcs,Yeshivat Sderot,,,,,TRUE
cmrepg62o0014pdmzn5q1qtho,Yeshivat Sdot Negev (Kfar Maimon),,,,,TRUE
cmr8bgrcu001dvkmz2f5znlsa,Yeshivat Sha'alvim,,,,,TRUE
cmr9qkxzk002krumz0k379o8t,Yeshivat Sha'arei Mevaseret Zion,office@ysmz.org.il,,02-533-9100,https://www.ysmz.org/,FALSE
cmrapd0hy000gbkmzyqq11pi0,Yeshivat Shalom Rav,,,,,TRUE
cmrepges4001kpdmzsw0x31j2,Yeshivat Shilo,office@yshilo.co.il,,02-9942130,https://yshilo.co.il/%d7%a6%d7%95%d7%a8-%d7%a7%d7%a9%d7%a8/,FALSE
cmrepfu0r000ipdmz46s0beqk,Yeshivat Shirat Moshe (Meirim BeYafo),office@yafo.org.il,,077-4008796,https://yafo.org.il/,FALSE
cmrapchxg0008bkmzcud48s1x,Yeshivat Simchat Shlomo,info@shlomoyeshiva.org,,052-9393-302,https://www.ysstorah.org/contact-2,FALSE
cmrepg0g2000updmzovnb89ul,Yeshivat Tekoa,office@yeshivatekoa.org,,055-263-4616,https://www.yeshivatekoa.org/contact,FALSE
cmrepfqmo000cpdmz6mgzcmzp,Yeshivat Tfachot,office@yht.org.il,,04-6785148,https://www.yht.org.il/%d7%99%d7%a6%d7%99%d7%a8%d7%aa-%d7%a7%d7%a9%d7%a8/,FALSE
cmrem6yi40000rvmz50bbdhpp,Yeshivat Torah V'Avodah (YTVA),,,(212) 465-9536,https://www.ytvaisrael.org/contact-us/,FALSE
cmrapd5sv000ibkmzlix352vg,Yeshivat Toras Moshe (TOMO),,,,,TRUE
cmr8bgrf9001mvkmzlcmzzhrh,Yeshivat Torat Shraga,,,(02) 642-9907,https://toratshraga.com/contact/,FALSE
cmrk7co1f000ekimz30cxs6v9,Yeshivat Yesod HaTorah,info@yesodhatorah.org,,718-880-6193,https://yesodhatorah.org/contact/,FALSE
cmrem71ve0006rvmzgb7f5m63,Yeshivat Yishrei Lev,office@yishrei.org,,02-579-5985,https://yishrei.org/contact/,FALSE
cmr8bgrr90037vkmzh8t1lhn1,Young Judaea Gesher Israel,gesher@youngjudaea.org,,+1-917-595-2100,https://www.youngjudaea.org/programs/gesher/,FALSE
cmr8bgrrj0038vkmzn9at3dvw,Young Judaea Horizon Israel,teenisrael@youngjudaea.org,,+1-917-595-2100,https://www.youngjudaea.org/horizon-israel/,FALSE
cmr7sl7mh000hw9mz8902ii45,Young Judaea Year Course,,,,,TRUE
cmr8qbndx000gjbmzs4h960io,Young Judaea Year Course - Medical Track,yearcourse@youngjudaea.org,,+1-888-705-8933,https://www.youngjudaea.org/apply,FALSE
cmrx6vpo10000ylmzwxm61qrs,YU Israel Women's Campus,yuiprogram@yu.edu,,212.960.5400,https://go.yu.edu/israel-female-campus,FALSE
cmr8bgro4002rvkmzil2jvlc3,Yuval Yisrael (USY Israel Pilgrimage),,,(212) 533-7800 x 1,https://www.usy.org/summer-travel,FALSE
cmra8hy0w00047fmzagqnb1q7,Ziegler School Israel Summer Program,info@aju.edu,,(310) 476-9777,https://aju.edu/ziegler-rabbinical-school/contact/,FALSE
